,attacks
13501,neptune
13502,normal
13503,normal
13504,back
13505,normal
13506,neptune
13507,neptune
13508,neptune
13509,normal
13510,mscan
13511,guess_passwd
13512,normal
13513,normal
13514,neptune
13515,mailbomb
13516,normal
13517,satan
13518,normal
13519,satan
13520,mscan
13521,normal
13522,normal
13523,normal
13524,neptune
13525,mailbomb
13526,normal
13527,normal
13528,satan
13529,warezmaster
13530,normal
13531,normal
13532,processtable
13533,warezmaster
13534,normal
13535,warezmaster
13536,back
13537,normal
13538,normal
13539,apache2
13540,normal
13541,normal
13542,normal
13543,normal
13544,neptune
13545,neptune
13546,mscan
13547,normal
13548,guess_passwd
13549,apache2
13550,normal
13551,warezmaster
13552,guess_passwd
13553,neptune
13554,mscan
13555,normal
13556,mscan
13557,guess_passwd
13558,back
13559,normal
13560,normal
13561,neptune
13562,nmap
13563,normal
13564,satan
13565,processtable
13566,neptune
13567,neptune
13568,normal
13569,neptune
13570,normal
13571,normal
13572,normal
13573,normal
13574,apache2
13575,normal
13576,normal
13577,neptune
13578,satan
13579,normal
13580,normal
13581,normal
13582,saint
13583,normal
13584,mailbomb
13585,neptune
13586,mscan
13587,neptune
13588,normal
13589,normal
13590,smurf
13591,normal
13592,apache2
13593,neptune
13594,normal
13595,normal
13596,normal
13597,mscan
13598,normal
13599,normal
13600,neptune
13601,saint
13602,back
13603,normal
13604,guess_passwd
13605,warezmaster
13606,neptune
13607,neptune
13608,normal
13609,processtable
13610,guess_passwd
13611,normal
13612,smurf
13613,warezmaster
13614,satan
13615,neptune
13616,neptune
13617,mailbomb
13618,normal
13619,normal
13620,neptune
13621,normal
13622,neptune
13623,normal
13624,normal
13625,neptune
13626,guess_passwd
13627,neptune
13628,normal
13629,neptune
13630,mscan
13631,normal
13632,normal
13633,processtable
13634,normal
13635,apache2
13636,guess_passwd
13637,normal
13638,processtable
13639,neptune
13640,normal
13641,neptune
13642,normal
13643,normal
13644,guess_passwd
13645,normal
13646,neptune
13647,normal
13648,normal
13649,back
13650,normal
13651,smurf
13652,normal
13653,neptune
13654,normal
13655,processtable
13656,mscan
13657,satan
13658,normal
13659,guess_passwd
13660,normal
13661,neptune
13662,saint
13663,neptune
13664,normal
13665,normal
13666,normal
13667,normal
13668,normal
13669,neptune
13670,neptune
13671,neptune
13672,normal
13673,mailbomb
13674,smurf
13675,normal
13676,normal
13677,neptune
13678,neptune
13679,neptune
13680,normal
13681,mscan
13682,normal
13683,guess_passwd
13684,normal
13685,guess_passwd
13686,normal
13687,normal
13688,normal
13689,neptune
13690,normal
13691,neptune
13692,neptune
13693,satan
13694,normal
13695,mscan
13696,neptune
13697,apache2
13698,guess_passwd
13699,neptune
13700,normal
13701,normal
13702,normal
13703,guess_passwd
13704,normal
13705,normal
13706,normal
13707,normal
13708,neptune
13709,normal
13710,normal
13711,normal
13712,normal
13713,neptune
13714,portsweep
13715,normal
13716,httptunnel
13717,normal
13718,neptune
13719,neptune
13720,warezmaster
13721,neptune
13722,normal
13723,neptune
13724,guess_passwd
13725,back
13726,normal
13727,snmpguess
13728,normal
13729,normal
13730,httptunnel
13731,apache2
13732,smurf
13733,normal
13734,normal
13735,guess_passwd
13736,satan
13737,satan
13738,neptune
13739,saint
13740,normal
13741,neptune
13742,mscan
13743,neptune
13744,neptune
13745,normal
13746,mscan
13747,mscan
13748,saint
13749,neptune
13750,normal
13751,normal
13752,normal
13753,normal
13754,guess_passwd
13755,neptune
13756,neptune
13757,normal
13758,guess_passwd
13759,neptune
13760,portsweep
13761,neptune
13762,apache2
13763,normal
13764,normal
13765,normal
13766,neptune
13767,snmpgetattack
13768,neptune
13769,neptune
13770,back
13771,neptune
13772,satan
13773,normal
13774,snmpguess
13775,normal
13776,neptune
13777,snmpguess
13778,normal
13779,snmpguess
13780,neptune
13781,back
13782,neptune
13783,satan
13784,neptune
13785,apache2
13786,normal
13787,neptune
13788,normal
13789,neptune
13790,warezmaster
13791,ipsweep
13792,mscan
13793,normal
13794,neptune
13795,neptune
13796,guess_passwd
13797,neptune
13798,normal
13799,normal
13800,guess_passwd
13801,warezmaster
13802,neptune
13803,normal
13804,neptune
13805,normal
13806,mscan
13807,processtable
13808,neptune
13809,neptune
13810,guess_passwd
13811,snmpguess
13812,normal
13813,warezmaster
13814,normal
13815,satan
13816,normal
13817,neptune
13818,warezmaster
13819,normal
13820,saint
13821,normal
13822,neptune
13823,normal
13824,normal
13825,guess_passwd
13826,smurf
13827,neptune
13828,normal
13829,guess_passwd
13830,neptune
13831,neptune
13832,normal
13833,normal
13834,neptune
13835,smurf
13836,normal
13837,processtable
13838,normal
13839,neptune
13840,normal
13841,satan
13842,apache2
13843,snmpguess
13844,neptune
13845,apache2
13846,normal
13847,normal
13848,satan
13849,normal
13850,satan
13851,normal
13852,normal
13853,processtable
13854,satan
13855,saint
13856,normal
13857,mscan
13858,normal
13859,apache2
13860,processtable
13861,guess_passwd
13862,normal
13863,apache2
13864,normal
13865,normal
13866,satan
13867,neptune
13868,normal
13869,smurf
13870,neptune
13871,neptune
13872,guess_passwd
13873,normal
13874,apache2
13875,processtable
13876,warezmaster
13877,normal
13878,normal
13879,normal
13880,guess_passwd
13881,guess_passwd
13882,guess_passwd
13883,normal
13884,neptune
13885,portsweep
13886,apache2
13887,normal
13888,ipsweep
13889,normal
13890,normal
13891,normal
13892,neptune
13893,normal
13894,neptune
13895,neptune
13896,smurf
13897,smurf
13898,normal
13899,neptune
13900,normal
13901,normal
13902,neptune
13903,normal
13904,normal
13905,normal
13906,neptune
13907,normal
13908,normal
13909,neptune
13910,normal
13911,neptune
13912,neptune
13913,neptune
13914,guess_passwd
13915,normal
13916,saint
13917,satan
13918,neptune
13919,normal
13920,neptune
13921,guess_passwd
13922,warezmaster
13923,normal
13924,neptune
13925,normal
13926,guess_passwd
13927,normal
13928,normal
13929,nmap
13930,apache2
13931,normal
13932,neptune
13933,guess_passwd
13934,normal
13935,neptune
13936,ipsweep
13937,normal
13938,normal
13939,normal
13940,normal
13941,warezmaster
13942,satan
13943,normal
13944,normal
13945,neptune
13946,mailbomb
13947,mscan
13948,normal
13949,normal
13950,warezmaster
13951,normal
13952,warezmaster
13953,normal
13954,normal
13955,snmpgetattack
13956,neptune
13957,normal
13958,neptune
13959,normal
13960,normal
13961,neptune
13962,normal
13963,normal
13964,satan
13965,neptune
13966,normal
13967,normal
13968,neptune
13969,normal
13970,smurf
13971,portsweep
13972,normal
13973,smurf
13974,normal
13975,neptune
13976,normal
13977,saint
13978,warezmaster
13979,normal
13980,normal
13981,normal
13982,normal
13983,guess_passwd
13984,apache2
13985,normal
13986,normal
13987,mscan
13988,normal
13989,neptune
13990,neptune
13991,neptune
13992,normal
13993,neptune
13994,neptune
13995,saint
13996,normal
13997,normal
13998,neptune
13999,normal
14000,guess_passwd
14001,smurf
14002,mscan
14003,neptune
14004,neptune
14005,mscan
14006,neptune
14007,normal
14008,normal
14009,guess_passwd
14010,neptune
14011,normal
14012,warezmaster
14013,normal
14014,normal
14015,portsweep
14016,apache2
14017,normal
14018,neptune
14019,mscan
14020,processtable
14021,httptunnel
14022,normal
14023,normal
14024,mscan
14025,normal
14026,normal
14027,normal
14028,neptune
14029,back
14030,normal
14031,neptune
14032,mscan
14033,neptune
14034,normal
14035,processtable
14036,normal
14037,normal
14038,processtable
14039,satan
14040,normal
14041,apache2
14042,neptune
14043,neptune
14044,neptune
14045,processtable
14046,neptune
14047,normal
14048,apache2
14049,normal
14050,smurf
14051,normal
14052,normal
14053,normal
14054,mscan
14055,normal
14056,neptune
14057,normal
14058,neptune
14059,neptune
14060,normal
14061,guess_passwd
14062,ipsweep
14063,normal
14064,normal
14065,normal
14066,normal
14067,apache2
14068,guess_passwd
14069,neptune
14070,neptune
14071,normal
14072,normal
14073,normal
14074,neptune
14075,smurf
14076,saint
14077,normal
14078,mscan
14079,mailbomb
14080,back
14081,normal
14082,guess_passwd
14083,normal
14084,normal
14085,normal
14086,ipsweep
14087,mailbomb
14088,neptune
14089,mscan
14090,apache2
14091,normal
14092,warezmaster
14093,guess_passwd
14094,normal
14095,apache2
14096,neptune
14097,normal
14098,warezmaster
14099,neptune
14100,normal
14101,neptune
14102,normal
14103,normal
14104,mscan
14105,mailbomb
14106,normal
14107,neptune
14108,apache2
14109,ipsweep
14110,normal
14111,guess_passwd
14112,smurf
14113,mscan
14114,neptune
14115,satan
14116,normal
14117,neptune
14118,normal
14119,normal
14120,normal
14121,normal
14122,warezmaster
14123,back
14124,saint
14125,neptune
14126,neptune
14127,guess_passwd
14128,normal
14129,neptune
14130,mscan
14131,normal
14132,normal
14133,normal
14134,neptune
14135,normal
14136,neptune
14137,guess_passwd
14138,neptune
14139,apache2
14140,warezmaster
14141,guess_passwd
14142,apache2
14143,normal
14144,neptune
14145,smurf
14146,neptune
14147,processtable
14148,neptune
14149,nmap
14150,mscan
14151,neptune
14152,guess_passwd
14153,saint
14154,normal
14155,normal
14156,normal
14157,normal
14158,normal
14159,normal
14160,normal
14161,neptune
14162,neptune
14163,normal
14164,portsweep
14165,neptune
14166,warezmaster
14167,normal
14168,normal
14169,normal
14170,normal
14171,neptune
14172,normal
14173,neptune
14174,smurf
14175,normal
14176,normal
14177,normal
14178,normal
14179,neptune
14180,satan
14181,normal
14182,normal
14183,smurf
14184,snmpguess
14185,satan
14186,satan
14187,apache2
14188,normal
14189,smurf
14190,neptune
14191,neptune
14192,guess_passwd
14193,normal
14194,neptune
14195,normal
14196,normal
14197,snmpguess
14198,saint
14199,normal
14200,processtable
14201,back
14202,neptune
14203,normal
14204,ipsweep
14205,normal
14206,neptune
14207,normal
14208,normal
14209,guess_passwd
14210,mscan
14211,warezmaster
14212,neptune
14213,normal
14214,warezmaster
14215,guess_passwd
14216,snmpguess
14217,guess_passwd
14218,normal
14219,buffer_overflow
14220,normal
14221,mscan
14222,normal
14223,apache2
14224,mailbomb
14225,normal
14226,neptune
14227,snmpguess
14228,processtable
14229,guess_passwd
14230,saint
14231,httptunnel
14232,neptune
14233,normal
14234,normal
14235,processtable
14236,pod
14237,neptune
14238,satan
14239,neptune
14240,normal
14241,saint
14242,snmpguess
14243,apache2
14244,normal
14245,normal
14246,normal
14247,neptune
14248,smurf
14249,normal
14250,normal
14251,neptune
14252,back
14253,neptune
14254,apache2
14255,saint
14256,mscan
14257,normal
14258,apache2
14259,normal
14260,normal
14261,normal
14262,httptunnel
14263,neptune
14264,nmap
14265,normal
14266,normal
14267,normal
14268,apache2
14269,normal
14270,normal
14271,normal
14272,neptune
14273,normal
14274,normal
14275,neptune
14276,smurf
14277,normal
14278,warezmaster
14279,neptune
14280,normal
14281,guess_passwd
14282,back
14283,neptune
14284,normal
14285,normal
14286,neptune
14287,apache2
14288,normal
14289,portsweep
14290,normal
14291,neptune
14292,neptune
14293,smurf
14294,normal
14295,satan
14296,normal
14297,normal
14298,satan
14299,neptune
14300,neptune
14301,back
14302,normal
14303,neptune
14304,normal
14305,normal
14306,processtable
14307,warezmaster
14308,warezmaster
14309,normal
14310,normal
14311,normal
14312,normal
14313,guess_passwd
14314,guess_passwd
14315,processtable
14316,normal
14317,normal
14318,mscan
14319,neptune
14320,back
14321,normal
14322,neptune
14323,normal
14324,normal
14325,mscan
14326,normal
14327,normal
14328,normal
14329,normal
14330,normal
14331,normal
14332,normal
14333,normal
14334,warezmaster
14335,normal
14336,mscan
14337,apache2
14338,normal
14339,normal
14340,normal
14341,warezmaster
14342,normal
14343,neptune
14344,neptune
14345,mscan
14346,warezmaster
14347,warezmaster
14348,normal
14349,normal
14350,warezmaster
14351,neptune
14352,mscan
14353,satan
14354,normal
14355,normal
14356,neptune
14357,normal
14358,normal
14359,neptune
14360,normal
14361,saint
14362,normal
14363,smurf
14364,satan
14365,snmpguess
14366,guess_passwd
14367,normal
14368,neptune
14369,normal
14370,apache2
14371,neptune
14372,normal
14373,normal
14374,smurf
14375,normal
14376,ipsweep
14377,normal
14378,mscan
14379,normal
14380,normal
14381,neptune
14382,neptune
14383,smurf
14384,back
14385,normal
14386,normal
14387,normal
14388,neptune
14389,neptune
14390,normal
14391,neptune
14392,snmpgetattack
14393,normal
14394,saint
14395,httptunnel
14396,guess_passwd
14397,neptune
14398,neptune
14399,normal
14400,normal
14401,neptune
14402,warezmaster
14403,normal
14404,satan
14405,normal
14406,normal
14407,normal
14408,neptune
14409,normal
14410,smurf
14411,neptune
14412,normal
14413,normal
14414,normal
14415,normal
14416,neptune
14417,normal
14418,neptune
14419,normal
14420,normal
14421,normal
14422,normal
14423,warezmaster
14424,normal
14425,normal
14426,normal
14427,normal
14428,neptune
14429,neptune
14430,warezmaster
14431,normal
14432,normal
14433,neptune
14434,smurf
14435,neptune
14436,normal
14437,neptune
14438,processtable
14439,portsweep
14440,normal
14441,normal
14442,normal
14443,neptune
14444,neptune
14445,normal
14446,normal
14447,normal
14448,normal
14449,portsweep
14450,normal
14451,normal
14452,mscan
14453,neptune
14454,satan
14455,normal
14456,normal
14457,normal
14458,neptune
14459,normal
14460,normal
14461,normal
14462,normal
14463,neptune
14464,neptune
14465,normal
14466,nmap
14467,neptune
14468,normal
14469,neptune
14470,saint
14471,saint
14472,mscan
14473,normal
14474,normal
14475,guess_passwd
14476,normal
14477,warezmaster
14478,warezmaster
14479,normal
14480,normal
14481,normal
14482,normal
14483,normal
14484,processtable
14485,processtable
14486,warezmaster
14487,ps
14488,normal
14489,neptune
14490,neptune
14491,smurf
14492,httptunnel
14493,normal
14494,normal
14495,processtable
14496,satan
14497,normal
14498,mscan
14499,processtable
14500,normal
14501,processtable
14502,processtable
14503,mscan
14504,neptune
14505,neptune
14506,neptune
14507,normal
14508,neptune
14509,normal
14510,neptune
14511,normal
14512,warezmaster
14513,normal
14514,satan
14515,warezmaster
14516,normal
14517,normal
14518,normal
14519,normal
14520,neptune
14521,normal
14522,normal
14523,mscan
14524,normal
14525,guess_passwd
14526,normal
14527,normal
14528,normal
14529,normal
14530,normal
14531,normal
14532,processtable
14533,normal
14534,guess_passwd
14535,normal
14536,snmpguess
14537,mscan
14538,normal
14539,normal
14540,guess_passwd
14541,neptune
14542,neptune
14543,back
14544,satan
14545,snmpguess
14546,normal
14547,neptune
14548,normal
14549,satan
14550,snmpguess
14551,smurf
14552,normal
14553,neptune
14554,neptune
14555,processtable
14556,neptune
14557,normal
14558,mscan
14559,normal
14560,mscan
14561,back
14562,normal
14563,normal
14564,normal
14565,normal
14566,mailbomb
14567,normal
14568,neptune
14569,snmpgetattack
14570,neptune
14571,normal
14572,teardrop
14573,neptune
14574,neptune
14575,warezmaster
14576,normal
14577,processtable
14578,neptune
14579,normal
14580,normal
14581,normal
14582,normal
14583,normal
14584,normal
14585,guess_passwd
14586,neptune
14587,satan
14588,neptune
14589,smurf
14590,normal
14591,mailbomb
14592,guess_passwd
14593,portsweep
14594,normal
14595,normal
14596,back
14597,normal
14598,smurf
14599,satan
14600,normal
14601,normal
14602,httptunnel
14603,neptune
14604,processtable
14605,warezmaster
14606,neptune
14607,normal
14608,normal
14609,neptune
14610,normal
14611,processtable
14612,guess_passwd
14613,normal
14614,neptune
14615,snmpguess
14616,smurf
14617,normal
14618,neptune
14619,normal
14620,mscan
14621,normal
14622,normal
14623,normal
14624,normal
14625,normal
14626,normal
14627,normal
14628,satan
14629,normal
14630,satan
14631,normal
14632,smurf
14633,mscan
14634,normal
14635,normal
14636,snmpguess
14637,normal
14638,warezmaster
14639,neptune
14640,processtable
14641,normal
14642,neptune
14643,neptune
14644,normal
14645,processtable
14646,apache2
14647,normal
14648,back
14649,satan
14650,neptune
14651,neptune
14652,normal
14653,neptune
14654,neptune
14655,normal
14656,normal
14657,satan
14658,normal
14659,normal
14660,normal
14661,normal
14662,apache2
14663,guess_passwd
14664,normal
14665,normal
14666,normal
14667,guess_passwd
14668,neptune
14669,mscan
14670,normal
14671,neptune
14672,guess_passwd
14673,satan
14674,normal
14675,apache2
14676,normal
14677,neptune
14678,neptune
14679,normal
14680,ipsweep
14681,satan
14682,normal
14683,normal
14684,back
14685,smurf
14686,normal
14687,normal
